Cuerpo;Sentido
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
Enhorabuena @alequereda una medalla de plata que viajará a Alicante #gimansiaritmica #Rio2016TVN Moltes felicitats!;Positivo
RT @christamanaco: Los chantas de tvn lo que hacen es colocar puros comerciales #Rio2016TVN;Negativo
Maravillosa ceremonia a pesar de tanto comercial #Rio2016TVN Gracias a todos los deportistas q brindaron 18 días d espectáculo;Positivo
RT @abejasdelmundo: #rio2016tvn La PEOR transmisión. No mostraron premiaciones, chatos de #elcamionero y de Karen, reclames, el water, cort…;Negativo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @Lucascas13: Uno de los errores más grandes de mi vida fue -aun teniendo cable- haberlos sintonizado a ustedes inútiles de mierda. #Rio2…;Negativo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
#rio2016tvn La PEOR transmisión. No mostraron premiaciones, chatos de #elcamionero y de Karen, reclames, el water, cortes, lo de Erika, etc.;Negativo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
Los chantas de tvn lo que hacen es colocar puros comerciales #Rio2016TVN;Negativo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
Ahora falta que den el programa del Homecenter sobre cómo instalar un guater y la hacen de oro. RASCA la transmisión de clausura #Rio2016TVN;Negativo
Mal tvn  puros comerciales  #Rio2016TVN;Negativo
RT @EnzoMontecinosF: Weon, cómo se van a comerciales después de menos de 120 segundos de transmisión piñufla #Rio2016TVN;Negativo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
Uno de los errores más grandes de mi vida fue -aun teniendo cable- haberlos sintonizado a ustedes inútiles de mierda. #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
#Rio2016TVN  cortando las transmisiones  wevones fomes https://t.co/w02Jy8Vztp;Negativo
Weon, cómo se van a comerciales después de menos de 120 segundos de transmisión piñufla #Rio2016TVN;Negativo
#Rio2016TVN el vídeo que se tiraron de los atletas chilenos antes de comenzar la transmisión de la ceremonia. Genial. #CeremoniaDeClausura;Positivo
#Rio2016TVN Que manera de cortar la clausura con comerciales;Negativo
#Rio2016TVN sin asco se vendieron a la publicidad .privilegian las lukas a entregar una digna transmision;Negativo
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
#Rio2016TVN  una mierda de transmisión de @TVN no pueden ir a comerciales cada 3 minutos ... Mejor la aplicación de #ClaroSports!!;Negativo
"RT @JPanic_: Carcuro qliao y su frases celebres \""Happy End\"", yo y mi mente de mierda... por otro lado me aburrieron con los comerciales...#…";Negativo
RT @EnzoMontecinosF: La peor transmisión de los jjoo en la historia, un asco TVN #Rio2016TVN;Negativo
RT @EnzoMontecinosF: La peor transmisión de los jjoo en la historia, un asco TVN #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
La peor transmisión de los jjoo en la historia, un asco TVN #Rio2016TVN;Negativo
"Carcuro qliao y su frases celebres \""Happy End\"", yo y mi mente de mierda... por otro lado me aburrieron con los comerciales...#Rio2016TVN";Negativo
Metanse los comerciales en la raja, para lo único que no interrumpen es para football, una vergüenza TVN #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
RT @aizlimc: #Rio2016TVN Que hable menos Carcuro!!!;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
RT @astordanvil: Que falta de respeto ...comerciales ... Si ya han recuperado rating tvn ... Que feo #Rio2016TVN;Negativo
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
Mala la transmisión desde Rio y mas encima ustedes nos cortan con publicidad. Cero respeto. #Rio2016TVN https://t.co/8CejLkUTIA;Negativo
#Rio2016TVN Que hable menos Carcuro!!!;Negativo
Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️;Positivo
#Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y todo el equipo❤;Positivo
RT @astordanvil: Que falta de respeto ...comerciales ... Si ya han recuperado rating tvn ... Que feo #Rio2016TVN;Negativo
#Rio2016TVN son unos lateros en la transmisión Pf!;Negativo
Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @GPASSALACQUA: #Rio2016TVN felicitaciones por la transmisión del Handball y un saludo al club Santiago Steels!!!! Grande en el balonmano…;Positivo
#Rio2016TVN que mal puesta la publicidad hasta a Carcuro le dio vergüenza,un insulto al público. A no consumir productos publicitados;Negativo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
Que falta de respeto ...comerciales ... Si ya han recuperado rating tvn ... Que feo #Rio2016TVN;Negativo
#Rio2016TVN Cero aporte la Karen, pero alguien tiene que trabajar en esa familia mientras MEO prepara una nueva pelicula;Negativo
#Rio2016TVN Cállense un rato, echan a perder toda la música de la clausura;Negativo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
RT @Clarinity: #Rio2016TVN fue un agrado ver los JJOO y la participacion de @sekeitel  notable;Positivo
RT @mtvrojas1: #Rio2016TVN Felicidades @TVN  por la gran transmisión. Magníficos los especialistas que comentaron.;Positivo
RT @yoopinopino: Carmen Miranda fue muy criticada en Brasil por representar personajes estereotipados @jurgensenr #Rio2016TVN;Negativo
Carmen Miranda fue muy criticada en Brasil por representar personajes estereotipados @jurgensenr #Rio2016TVN;Negativo
#Rio2016TVN Felicidades @TVN  por la gran transmisión. Magníficos los especialistas que comentaron.;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
#Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN. Fueron brillantes;Positivo
Que lindo!!��� Todo colorido!! Que canción cantaban? #JuegosOlimpicos #Rio2016TVN;Positivo
Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @KarendTV;Positivo
@TVN está claro que el deporte la lleva. Suban el rating con más transmisiones deportivas!!! Felicitaciones a todos!! Chao #rio2016tvn :(;Positivo
RT @Loretitolinda: Que pena que se acaban los #JuegosOlimpicos #Rio2016TVN sera hasta Tokyo 2020 chao #Rio2016;Negativo
RT @Geri_azul: Pucha no quiero que terminen era mi entretención del dia ��  #Rio2016TVN;Negativo
RT @luiis_nv: Quiero felicitar a TVN por ser los únicos que trasmitieron los JJ.OO #Rio2016TVN ademas tuvieron especialistas en todos los d…;Positivo
RT @Geri_azul: Pucha no quiero que terminen era mi entretención del dia ��  #Rio2016TVN;Negativo
RT @XimenaAG70: Ohh se terminan los JJOO #Rio2016TVN gracias por entregar unos días de gloria junto al deporte,#Chile tiene q ponerse las p…;Positivo
Pucha no quiero que terminen era mi entretención del dia ��  #Rio2016TVN;Negativo
Que pena que se acaban los #JuegosOlimpicos #Rio2016TVN sera hasta Tokyo 2020 chao #Rio2016;Negativo
@Rio2016TVN  los mejores Barbara Riveros que quedó quinta y Matias Gonzalez que estuvo en la final...;Positivo
Ohh se terminan los JJOO #Rio2016TVN gracias por entregar unos días de gloria junto al deporte,#Chile tiene q ponerse las pilas;Positivo
Gracias por mostrarnos lo maravilloso que es el mundo del deporte y sus diferentes disciplinas � #Rio2016TVN;Positivo
RT @htorreblanca: Tvn deberia dar deportes todo el año, fue un gusto ver los Jjoo por #Rio2016TVN;Positivo
RT @RodGar_2015: #Rio2016TVN @TVN Por favor tengan Claudia Perelman en Tokio 2020!!!;Positivo
Tvn deberia dar deportes todo el año, fue un gusto ver los Jjoo por #Rio2016TVN;Positivo
#Rio2016TVN @TVN Por favor tengan Claudia Perelman en Tokio 2020!!!;Positivo
Feliz,con todo  lo que vi, en los JJOO, gracias por todo, nos entruvimos mucho,Chile algun dia, quiero verlo recibiendo medallas #Rio2016TVN;Positivo
lo único fome de estos JJ.OO fue haber escuchado a #JorgeHevia y a #KarenDoggenweiler - UNA VERDADERA LATA �� #Rio2016TVN;Negativo
Aunque sea en diferido, qué linda es la #GimnasiaRitmica  ! Me encantó #UKR  �� #Rio2016 #Rio2016TVN;Positivo
@TVN @ClaudiaPerelman ukrania me encanto merecia mas #Rio2016TVN;Positivo
Que pena que terminen � #Rio2016 #Rio2016TVN;Negativo
Que bkn la presentación de Ucrania  #Rio2016TVN;Positivo
Qué lindo es ver tantos deportes y grandes atletas! Mi admiración y respeto. Porque lo que es yo, no juego ni a la payaya... � #Rio2016TVN;Positivo
@TVN #Rio2016TVN Fome. Dijeron qn gano en rítmica. Uno decide ver los juegos por TV seria bueno q dejaran emocion como Carcuro en handball;Negativo
Estoy in love de la presentación de Ucrania con al ritmo de Vogue #Rio2016 #Rio2016TVN;Positivo
@TVN hermoso italia #Rio2016TVN;Positivo
#GimnasiaRitmica lo bueno del desfase de #Rio2016TVN es que puedo ver la final por equipo hasta la ceremonia de clausura;Positivo
Secas la italinas ... Mejor que la rusas ...mas arriesgadas ... No secas las flacas #Rio2016TVN;Positivo
RT @daimondelsur: @TVN #Rio2016TVN Carcuro relata final d Handball pero no kere saber resultado x emoción. Los k relatan Rítmica ya dijeron…;Negativo
@TVN #Rio2016TVN Carcuro relata final d Handball pero no kere saber resultado x emoción. Los k relatan Rítmica ya dijeron kién ganó. Pencas.;Negativo
RT @MariaLuz75: #Rio2016TVN felicidades a @ClaudiaPerelman por sus comentarios, aprendí mucho de ellos ����;Positivo
#Rio2016TVN felicidades a @ClaudiaPerelman por sus comentarios, aprendí mucho de ellos ����;Positivo
RT @pilita0412: por fin un deporte diferente en tv...balón mano!!!!!!!!!! #Rio2016TVN  ojalá se vuelva a repetir;Positivo
@TVN #Rio2016TVN me encanta la gimnasia hermoso;Positivo
@ManuelDTP las rusas no merecian el oro muchos errores y penalizaciones q no les dieron en cinta las mallas sin cerrar y 1 nudo  #Rio2016TVN;Negativo
Me gusta mucho la música que el conjunto israelí utilizó en #GimnasiaRitmica  con clavas y aros. Es entretenida #Rio2016TVN;Positivo
viendo la maravilla de la Gimnasia Rítmica me dan ganas de nacer de nuevo y ser mujer, todo precioso, cosmico, sublime, luminoso.#rio2016tvn;Positivo
@TVN cerca del termino, debo agradecer el esfuerzo y la dedicación para trasmitir cada competencia y permitirnos ser parte de #Rio2016TVN;Positivo
Lo mejor de los JJOO es disfrutar,conocer,aprender de distintos deportes Te extrañare JJOO #Rio2016TVN;Positivo
RT @_LaurieAndrea: @tvn gracias totales por transmitir la final de Handball! �� #Rio2016TVN;Positivo
RT @Ninnadibona: Excelente el #balonmano �� den más ese deporte en la #TVCHILENA #Rio2016TVN #handball @TVN;Positivo
Excelente el #balonmano �� den más ese deporte en la #TVCHILENA #Rio2016TVN #handball @TVN;Positivo
RT @luiis_nv: Quiero felicitar a TVN por ser los únicos que trasmitieron los JJ.OO #Rio2016TVN ademas tuvieron especialistas en todos los d…;Positivo
RT @lalocantillana: @TVN saludos para el gran gato bown, excelentes comentarios de la final de handball #Rio2016 #Rio2016TVN #Handball;Positivo
RT @pilita0412: por fin un deporte diferente en tv...balón mano!!!!!!!!!! #Rio2016TVN  ojalá se vuelva a repetir;Positivo
RT @pilita0412: por fin un deporte diferente en tv...balón mano!!!!!!!!!! #Rio2016TVN  ojalá se vuelva a repetir;Positivo
@tvn gracias totales por transmitir la final de Handball! �� #Rio2016TVN;Positivo
RT @josemarcel: Q entretenido es el balón mano ����� #Rio2016TVN;Positivo
por fin un deporte diferente en tv...balón mano!!!!!!!!!! #Rio2016TVN  ojalá se vuelva a repetir;Positivo
Gran partido de Dinamarca en Handball, merecido oro, gracias por la transmisión @jpmansillah  #Rio2016TVN;Positivo
#Rio2016TVN los deportistas que viajaron a Brasil den la cara, así como lo hicieron para pedir recursos,fueron un real fracaso,hay q decirlo;Negativo
Carcuro habla de todo y no sabe nada #Crack #Rio2016TVN #handball;Negativo
#Rio2016TVN que gran final dan ganas de volver al handball;Positivo
Excelente partido, sirvió para comprender la victoria de Dinamarca #handball #Rio2016TVN;Positivo
#Rio2016TVN fue un agrado ver los JJOO y la participacion de @sekeitel  notable;Positivo
RT @lalocantillana: @TVN saludos para el gran gato bown, excelentes comentarios de la final de handball #Rio2016 #Rio2016TVN #Handball;Positivo
RT @felipe_copiapo: #Rio2016TVN �� pedazo de partido hand ball la kgo saludos y gracias al comentarista que despeja todas las dudas para lo…;Positivo
A todo esto excelente transmicion en mis tiempos libre he podido disfrutar de los juegos olimpicos gracias a  #Rio2016TVN;Positivo
Excelente #Rio2016TVN hemos disfrutado a concho en familia. Estos son programas que valen la pena, felicitaciones;Positivo
#Rio2016TVN excelente transmision y un acierto los comentarios de cada disciplina en general y en  especial claudia perelman el seba keitel;Positivo
#Rio2016TVN �� pedazo de partido hand ball la kgo saludos y gracias al comentarista que despeja todas las dudas para los que no sabemos;Positivo
@TVN saludos para el gran gato bown, excelentes comentarios de la final de handball #Rio2016 #Rio2016TVN #Handball;Positivo
#Rio2016TVN tenemos q conformarnos con ver a los demás países como triunfan y obtienen medallas, estás Olimpiadas sólo fuimos a pasear, mal!;Negativo
RT @CamilaVeraG: #Rio2016TVN Grande es él handball !!!  gracias por transmitir �� #juegosolimpicos;Positivo
RT @GPASSALACQUA: #Rio2016TVN felicitaciones por la transmisión del Handball y un saludo al club Santiago Steels!!!! Grande en el balonmano…;Positivo
Este deporte es la mejor iniciación a un deporte colectivo para los niños, además de ser un deporte en que no hay roces ni peleas#Rio2016TVN;Positivo
#Rio2016TVN para variar andan perdidos, las competencias terminaron hace horas y ustedes aún transmitiendo.  Obvio que en diferido;Negativo
Q entretenido es el balón mano ����� #Rio2016TVN;Positivo
#Rio2016TVN Grande es él handball !!!  gracias por transmitir �� #juegosolimpicos;Positivo
Que buena la final del BalonMano...mejor qie ver a la cato..jajajaj vamos Aguante Colo-Colo #Rio2016TVN;Positivo
#Rio2016TVN  exelente transmicion @TVN  los felicitos;Positivo
#Rio2016TVN felicitaciones por la transmisión del Handball y un saludo al club Santiago Steels!!!! Grande en el balonmano chileno!!;Positivo
#Rio2016TVN enfermante escuchar a carcuro(cornetin),es un cáncer de la tv,el wn sabe d todos los deportes y nunca ha jugado ni a las bolitas;Negativo
RT @AguilarMario: #Rio2016TVN ¡que falta de respeto! Van a comerciales en pleno partido final de Handbol. ¿irían a comerciales en minuto 30…;Negativo
#Rio2016TVN ¡que falta de respeto! Van a comerciales en pleno partido final de Handbol. ¿irían a comerciales en minuto 30 de Fútbol? RESPETO;Negativo
#Rio2016TVN primera vez que me entusiamo tanto con los Juegos Olímpicos. Qué bueno ver gente talentosa en el deporte.;Positivo
Gracias por difundir el balón mano, mi primo Rodrigo Díaz Castelló es seleccionado nacional,juega por el Italiano en Viña  #Rio2016TVN;Positivo
Que bkn el #Hanbdball me gusto �  #Rio2016TVN;Positivo
Gracias al cole de mi peque conoci el #handball y me enamore de este deporte ���#Rio2016TVN;Positivo
Disfrutando la finalaza de Balonmano en #Rio2016TVN;Positivo
El vertigo del #handball es impresionante,los porteros cada atajada que hacen,me encanta #Rio2016TVN;Positivo
RT @luiis_nv: Quiero felicitar a TVN por ser los únicos que trasmitieron los JJ.OO #Rio2016TVN ademas tuvieron especialistas en todos los d…;Positivo
#rio2016tvn ya ganó dinamarca, no sean chantas;Negativo
Fueron un oasis de deporte en un desierto de telenovelas y farándula ... gracias por estos lindos 16 días... #Rio2016  #Rio2016TVN;Positivo
El campeonato europeo es la raja... máquinas, no paran #Rio2016TVN;Positivo
RT @luiis_nv: Quiero felicitar a TVN por ser los únicos que trasmitieron los JJ.OO #Rio2016TVN ademas tuvieron especialistas en todos los d…;Positivo
Quiero felicitar a TVN por ser los únicos que trasmitieron los JJ.OO #Rio2016TVN ademas tuvieron especialistas en todos los deportes  :);Positivo
@Rio2016TVN grande Rodrigo Bown comentando el Handball, un experto, buen profesor y amante del jazz, un abrazo!!;Positivo
RT @joa_2punto0: Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo…;Negativo
Excelente!!!  Por fin Balonmano!!! Partidazo!!! A disfrutar!!! #Rio2016TVN;Positivo
RT @maggotrules: La falta de cultura deportiva chilena se ve reflejada también en la falta de periodistas especializados #Rio2016TVN;Negativo
Excelente @TVN x mostrar variados deportes, en vivo o diferido da igual. Muchos chilenos no tienen cable por eso se agradece #Rio2016TVN;Positivo
Oyeeee y la gimnasia que estafa toda la tarde esperando #Rio2016TVN;Negativo
Nos cambiamos a tvn para ver el básquet, vomitamos al escuchar los comentarios y volvimos a espn. Una mierda.  #Rio2016TVN;Negativo
RT @maggotrules: La falta de cultura deportiva chilena se ve reflejada también en la falta de periodistas especializados #Rio2016TVN;Negativo
RT @KmilosKi_BS: Qué manera de hablar cabezas de pescado los parlanchines de @TVN #Rio2016TVN;Negativo
"Lamento decirle que este no es el \""Dream Team\"" #Rio2016TVN sólo existió uno y fue en Barcelona ... uno de los más malos partidos de #SRB";Negativo
Qué manera de hablar cabezas de pescado los parlanchines de @TVN #Rio2016TVN;Negativo
La falta de cultura deportiva chilena se ve reflejada también en la falta de periodistas especializados #Rio2016TVN;Negativo
#rio2016tvn no lo.puedo creer por fin en tvn tienen.callado a jorge hevia gracias se agradece el gesto  .;Positivo
Fin de los JJOO, patética la transmisión de TVN, salvo x los comentaristas invitados el resto no sabe nada aparte del Camionero #Rio2016TVN;Negativo
Estos tipos hacen puntos desde donde tiren... Que espectáculo!! #Rio2016TVN;Positivo
RT @KmilosKi_BS: Gracias por transmitir los JJOO, me han tenido pegado a la TV las últimas 2 semanas #Rio2016TVN;Positivo
RT @pepardo2014: #Rio2016TVN Que manera de hablar y no comentar el partido, periodismo de farándula, cero especialidad;Negativo
Gracias por transmitir los JJOO, me han tenido pegado a la TV las últimas 2 semanas #Rio2016TVN;Positivo
#Rio2016TVN Que manera de hablar y no comentar el partido, periodismo de farándula, cero especialidad;Negativo
RT @Noaquita: Gran transmisión, final de basquet notable!. Espero que con #Rio2016TVN se pongan las pilas y no solo sigan cubriendo el fútb…;Positivo
Gran transmisión, final de basquet notable!. Espero que con #Rio2016TVN se pongan las pilas y no solo sigan cubriendo el fútbol!! @TVN;Positivo
Lo mejor de USA es su juego simple y ocupación de esquinas!  Grande mono!⚪️�⚪️� grande basket uc�⚪️⚡️ ⚡️⚪️�#Rio2016TVN;Positivo
RT @joshoflo: #Rio2016TVN @TVN A cambiarse al @espn Me aburrio escuchar los comentarios wns de Carcuro;Negativo
"RT @PabloVsquez8: Bien TVN por la cobertura de los juegos. Saludos desde Arica ��� \""Deportes\"" no es sólo fútbol #Rio2016TVN";Positivo
RT @jonathanswer3: Está hermosa la final de Basket ���  #Rio2016TVN;Positivo
RT @joa_2punto0: Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo…;Negativo
"Bien TVN por la cobertura de los juegos. Saludos desde Arica ��� \""Deportes\"" no es sólo fútbol #Rio2016TVN";Positivo
RT @joa_2punto0: Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo…;Negativo
Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo en chiquitito �;Negativo
RT @ToRo_RonCo: El gusto de tirar basura la transmisión de #Rio2016TVN si no les gusta está Claro Sports si no tienen cable, muy fácil crit…;Negativo
#Rio2016TVN que bueno el partido de basquet , buena final;Positivo
RT @ToRo_RonCo: El gusto de tirar basura la transmisión de #Rio2016TVN si no les gusta está Claro Sports si no tienen cable, muy fácil crit…;Negativo
#Rio2016TVN Cómo TVN puede contratar a ese en desagradable de Hevia!!;Negativo
@TVN #rio2016tvn wena wena en vivo m quedo en tvn entretenido bn pedro;Positivo
El gusto de tirar basura la transmisión de #Rio2016TVN si no les gusta está Claro Sports si no tienen cable, muy fácil criticar desde aquí;Negativo
Será posible dejar en mudo el micrófono de Carcuro... ya me sangran los oídos... #Rio2016TVN;Negativo
RT @jonathanswer3: Está hermosa la final de Basket ���  #Rio2016TVN;Positivo
ESPN también esta pasando el Basketball �� No aguanto a Carcuro en #Rio2016TVN;Negativo
Está hermosa la final de Basket ���  #Rio2016TVN;Positivo
RT @joshoflo: #Rio2016TVN @TVN A cambiarse al @espn Me aburrio escuchar los comentarios wns de Carcuro;Negativo
#Rio2016TVN @TVN A cambiarse al @espn Me aburrio escuchar los comentarios wns de Carcuro;Negativo
#Rio2016TVN #TVNdiferido Mala cobertura. Si transmiten volley en diferido podrian haber cambiado a handball y otras finales en vivo;Negativo
Que transmisión más chanta, Brasil ya gano en voley 3 - 0 @Rio2016TVN;Negativo
RT @____Chileno: #Rio2016TVN Hagan callar a ese weón desagradable de hevia por favor!!!!! ���;Negativo
RT @Carlinhos_7: Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #R…;Negativo
#Rio2016TVN Hagan callar a ese weón desagradable de hevia por favor!!!!! ���;Negativo
Que mal que pasen todos los deportes sin comerciales y el deporte mas lindo,el voley,le corten la mitad de 1 set por comerciales #Rio2016TVN;Negativo
#Rio2016TVN ojo, brasil ya ganó el oro en volei, tvn dando en diferido, vergonzoso;Negativo
#Rio2016TVN Srs de @TVN, transmitan competencias y mundiales de #Volleyball durante el año. Una vergüenza verlo solo en JJOO o Panamericanos;Negativo
RT @luchinmedinaa: Increible partido. Pueden explicar la funcion del libero #Rio2016TVN;Positivo
RT @Carlinhos_7: Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #R…;Negativo
RT @Carlinhos_7: Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #R…;Negativo
Bien Brasil, oro en voley. Le gana a Italia en tres set. #Rio2016TVN - Opssss;Positivo
Increible partido. Pueden explicar la funcion del libero #Rio2016TVN;Positivo
Ya perdio italia pff fomeeee tvn #Rio2016TVN;Negativo
RT @Carlinhos_7: Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #R…;Negativo
RT @Carlinhos_7: Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #R…;Negativo
Un lujo tener a Jhevia comentando la final del voley. El resto, Silencio por favor.  #Rio2016TVN;Positivo
RT @Carlinhos_7: Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #R…;Negativo
Una vergüenza como @TVN da la final olímpica de voley con 2 sets de desfase... miente descaradamente a las personas !!! #Rio2016TVN;Negativo
tío @ManuelDTP dele mis saludos y respetos a don pedro carcuro ❤ grax por transmitir estos juegos,han estado llenos de emociones #Rio2016TVN;Positivo
Cortaron la final de gimnasia rítmica por transmitir las mismas noticias que repiten en la noche... se desubicaron! #Rio2016 #Rio2016TVN;Negativo
RT @ursulavm: Debería tener un programa permanente de deporte @sekeitel se aprende mucho escuchándolo @TVN #Rio2016TVN;Positivo
RT @SSegoviapino: Esta marcha es mucho más gratificante que una medalla de oro, gran despertar de Chile.  #NOMasAFP #Rio2016TVN #24horas @2…;Positivo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
