Cuerpo;Sentido
Estoy triste porque se me tildió mi S4  Tengo que llevarlo a reparar.  :(;Negativo
@AlbertDie09 pero si yo lo dije en serio :(;Negativo
Tengo que esperar hasta octubre para que vuelvan a abrir -OBSON- :(;Negativo
@jnghnight ESTAS MEJOR?:(. PUTA DE VERDAD QUE ESTABA MUY PREOCUPADA.;Negativo
No sé qué es peor, que mañana sea una fecha de 💩 con miles de recuerdos o tener clase derecho de 7 a 6 🔫🔪🔫🔪 mátenme :(;Negativo
@Ailen_pando yo tambien :( .Cuando nos vemos?;Negativo
@Tedejoserfeliz no vale :(;Negativo
Yo solo quiero que lleguen las vacaciones :(;Negativo
Un párrafo :(;Negativo
Yo pensé que solo @Televisa era tan obvio en sus fraudes @AztecaTrece :( #MasterChefMX;Negativo
Good morning, Sunshine! ¿Quién se ha llevado el verano? ¡¡Que me lo devuelva!! :(;Negativo
@HumorColombiano que pasados :-(;Negativo
diablos los .gif en twitter ya no se mueven :(;Negativo
como extrañoo mi wsp :(;Negativo
@TomasAZamoraA @andreavh_ ella es mi amiga catira :(;Negativo
No Busi no :((;Negativo
Diego cuando yo estaba en 7mo tenía como 20 y era farandulero :(;Negativo
@Majo_3095 ya veeeeeeen :(;Negativo
basta chicos si hay bardo no puedo estudiar :( :(;Negativo
Pancaroba :(;Negativo
Hay cosas que duelen :(;Negativo
@SharolGonzales1 @SofiaFrancoA Yo tampoco :( Este sábado igual baby,decomisa mas celulares... 👏👏👏;Negativo
@Bruno_Arias no :( ya voyyy;Negativo
Ya el miércoles mis análisis. :(;Negativo
@CarloBros ya te fuiste muy lejos :(;Negativo
@Luuqassoza siii algo asi ... Pero ya estamos un poco mejor ... Vos que onda ? Hace rato no te veo :(;Negativo
mejor me los pongo morados :(;Negativo
Re quemado, me cerraron mi cuenta de facebook :(;Negativo
Tengo 2 caminos y los dos me gustan pero ambos tienen una desventaja :(;Negativo
estoy perdida completamente, cuando comienza el descanso de mis wandis?:(;Negativo
Vas a meter inmuno? — Ya quisiera yo :( http://t.co/aynBk58wLH;Negativo
:( para lante como si nada.;Negativo
Quiero irme ya a Sevilla :(;Negativo
Qué paja por Lobos :( partidazo hasta ahora 👏🏻👏🏻;Negativo
Mucho miedo :(;Negativo
Mi no gustar el idioma Holandés :(;Negativo
@vale123elisa ooooohhh fuerza :(;Negativo
¡Publica una foto como un lindo bebé! - Esto cada vez es más raro :(   http://t.co/fsti93LyB4;Negativo
Odio no saber qué comer :-(;Negativo
Odio pensar q esta con ella en este momento o todos los dias :(;Negativo
@JustinRealCrew Ohh :( bueno gracias igual xD;Negativo
Hola amigosh que tal su dia mañana regresamos a clases :( 😭😭  ojala y les valla bien a todos.# GaelVlog.#RegresoAClases;Negativo
Empieza la cuenta regresiva para mi cumpleaños, cada vez más viejo! :(;Negativo
@wxzm joo :(( pues menos mal porq estaba durmiendo e.e;Negativo
Foa re obsecionado soy :(;Negativo
@PLAAFans Me duele pero Layton gana :(;Negativo
Ya se siente la ausencia de Funes Morí :(;Negativo
Parece que por mucho que lo intente no llego al corazón de los demás :(;Negativo
@AbbieHeGo Jaja, pero llegaría mañana porque está lejos de mi casa :(;Negativo
Hace mucho que no nos sacamos fotos.. Quiero llenar la pared con nuestras fotoss, asi no se puede! :( ♡;Negativo
"wenossssss diasss amoressss. Yaa lunesss :( jajaja llevadlo con calma jijiji yo a estudiar con @ffontarigoj  @laia_199018  &lt;3";Negativo
Hace un mes no te veo :(;Negativo
Veo esto y quisiera ser niño de nuevo. :( http://t.co/qnsPSgsCsq;Negativo
@sweetjonasdream omg sisi todas la aman y yo nunca la he escuchado :(;Negativo
@DeLluciee jajajaja ok :(;Negativo
@LaFeriaDeChapu Apartir de cuando ya estará en funcionamiento la montaña Triple Loop? Porque apenas que fuí estaba en mantenimiento :-(;Negativo
siempre que dice que pasara algo,pasa :(;Negativo
@ErinIHeatherton llore mucho :( me deprimí porque el muere. 😭😭 y era tan bello 😭😭;Negativo
"@chorongpasiva ¿en serio? :(:(:(:( .Se siente que te quitan una parte de ti ;_;";Negativo
@Rociblannco @Tone_asdadas que hicee? :(;Negativo
@acciocaleb para :(;Negativo
Quiero una foto  abrazando mi uchiwa de Question? Es tan hermosooooo!! Cuando mi grupo favorito existía pura perfección para mi :(;Negativo
@Brian__Amato mi segui?:(💞;Negativo
Sopa de vegetales sin batata?! En que cabeza cabe?.. Por queee papa? :(;Negativo
@WigettaftAnn @WillyrexYT Ya se :(;Negativo
Como tanta mala cuea :( Vamos Cacique!;Negativo
@ferniesan @Miguel_Nieto ganas no nos faltan jajajajajajaja :(;Negativo
@SarikaDelgado bieeen y tuu e.e viendo Harry potter tta 🌚 Aunque mal xq por el puto movistar no tengo internet y no pude ver la lcs :(((;Negativo
@captainflarrow no es cruel, es un bebé :(;Negativo
@Cioccochofi :( la noche es joven(?);Negativo
Ojala las noches fueran infinitass :(;Negativo
@danaproenza sabias que el Jovian el lémur murio el año pasado? :(;Negativo
@MishelleEsq Se acabaron :(;Negativo
"""Dame bola , ensima te haces la divina ahí y te sale re bien "" JAJAJAJAJAJAJAJAJAJ *-* , no me hago la divina :( Jaja";Negativo
El negro me. Da mates re dulces y me abraza así se me pasa :( q amigo lpm;Negativo
@MariaaVisajes Estoy intocable :(;Negativo
@Ilsinn :( Conozco a alguien que se le rompió un diente con sopa de fideo. PUTA BIDA;Negativo
JAJAJAJAJA USTEDES YA NO SON CHÉVERES :( JAJAJAJAJA;Negativo
@rodriguehrikart Joder, yo quiero sudaderas así pero me las compro grandes y encogen al lavarlas :(;Negativo
@x_ferreyra7 ay yo la queria :((( la conseguiste vs?;Negativo
Hace 20 minuto que llege y ya extraño estar con vos   :(;Negativo
@screamau te ves cansado :( en la transmicion;Negativo
#askvillalobros cuando vienen a mexicali? 😭😭💔 no sean malos :( .@villalobossebas @VillalobosJuaan;Negativo
jajajaj mi nariz también es así :( https://t.co/FqRTRR4R83;Negativo
Qué le pasó a Ghost? Ya no suena bonito. :(;Negativo
@Follow__AyudaDM boraste el twett anterio :( yo habia sido la primera en comentar :( :(;Negativo
@Cerdini @NopaIep jajajaja lunita :(;Negativo
Mis Ex estan todos de novio! Y Nahuel...? Bien gracias!  :(;Negativo
base uv gua aja pada gibahin gua :(;Negativo
Que Embole :(;Negativo
#MeGustaLaEscuelaPero ya termine :(;Negativo
Esto de ser la matemática de la familia no ayuda mucho :( a estas horas del domingo resolviendo problemas de #trigonometría pues;Negativo
no quiero ir mañana a ed.fisica :(;Negativo
Ahora que tengo 16, siento que he perdido mis poderes de loli  :( 😢;Negativo
Como cuando te quieres tatuar pero no tienes un buen lienzo jajajajajajajajajaajqjqjjq ay :(;Negativo
En un resultado que pareciera crónico, 3er derrota local de mi #Atlas y lo único que hace Matosas es lamentarse. .¡Lamentable! :(;Negativo
Oye subid fotos ñoñas que yo ya he subido muchas :(;Negativo
@GameMasterMX yo tengo un creciente número de juegos sin empezar. La vida de adulto apesta. :(;Negativo
@allanys_moriset esta bien, perdoname :(;Negativo
El indio y Don lunfardo tocan más veces por año que Ojos locos :(;Negativo
Que bueno que no fui a la pintada me ahorre de ver caras aunque le falle a naty :(;Negativo
@SakiAndy_10 Si y de hecho solo por Taker hahaha, porque ninguno de mis favs viene. :(;Negativo
Que pereza este iphone mio :((;Negativo
solo le vi el volante hecho mierda, el faro de atrás, la placa , no me quiero imaginar el resto :(;Negativo
@JimenezFraancoo no, en la puerta me di cuenta que no lo tenía. Si tengo suerte esta en la casa de una amiga me dijo que se iba a fijar :(;Negativo
¿Oiga porque no me llama?:( @RobinsonModern 📲;Negativo
@MartinaOcampo01 no se :(;Negativo
Mañana otra vez empezar con la rutina :(;Negativo
mierda esas ganas de dormir pero con severo guayabo :(;Negativo
@GonzalezAlissn Yo te lo dije en serio :(;Negativo
AHORA QUE VAMOS PERDIENDO TODAS VOTAN :( . #MTVHottest One Direction;Negativo
No puedo escuchar la radio :(;Negativo
QUIERO NOVIAAAAA :(((((;Negativo
155. Me preocupa imaginarte como Hayley Williams, no, espera, me preocupa más que tus capturas de pantalla sean tan yo :(;Negativo
Domingo de tareas y de trabajos.Hoy edito video de mañana y hacer mos deberes de la high school :(;Negativo
¿Dónde quedó el término ''tiracañas''? :(;Negativo
@_LeaveMeBreath_ cosa que tú no haces conmigo :(;Negativo
Quiero mil quiero ver a Blink en vivo :(;Negativo
@PaulaAndreajv muchos fueron robados o demolidos :(;Negativo
@SEBTSB No me ignores :(;Negativo
La extrañooo mucisimo loco -.- y quiero ver a huma :(;Negativo
@Hirobyte @josemirr93 :( qué decepción, y yo pensando en nuevos juegos... Pues nada, a otra cosa. Gracias hiro.;Negativo
Necesito ese Kit para hacer mas amena mi vida de chacal :( @Natalia_Tellez #RetoPMTelehit y #TelehitMusicPMKit..x156;Negativo
Esas ganas de tener novio :(;Negativo
#MentirasEnLaPeda No mames no me orine solo se me cayo la cuba - wei eran cervezas se acabaron hace como 2 horas - .. ay :(;Negativo
@mangelrogel PUTaBIDA NO ALCANCE A DISFRUTAR EL DIRECTO :((;Negativo
Amo a mi novio :(;Negativo
todos me joden con algo y le agregan el xsiempre :(;Negativo
77-Yo ya estaba enamorado de ti antes de que estar enamorado de ti estuviese de moda :(;Negativo
@SweatFucker ya no :(;Negativo
@ssgillian 20.23 el euro :(;Negativo
@jrmgv ¿A qué hora? :(;Negativo
@Despeguela__  Parce no estaba :(;Negativo
por que tengo tantas piernas? :(;Negativo
"""¿Cuándo empiezan los ascensos en La Vuelta España? :(""..- Un hincha del América";Negativo
Quiero ser igual de guapa que Jade :((;Negativo
Creo que me ilusione con alguien..que tal  vez ni le interese :(;Negativo
@vazzqezz Siempre te veo y pasas por al lado mio y no me saludas :(;Negativo
@wearelikeadream :( :( si te sirve de consuelo fue genial y tengo fotos porque estábamos mi amiga y yo en primera fila :( :(;Negativo
NO😫, no me lo hubieras recordado :( .#MTVHottest Justin Bieber  https://t.co/WnO2vEK1Ku;Negativo
@_GladysB_ pero a mi no se me había actualizado,  Me acaba de aparecer :(;Negativo
@Coloo17 @aldijuncos bueee yo igual quiero saber :(;Negativo
tengo que planear mi noche de 24 jajajajaja :(;Negativo
Que dia de mierda :(;Negativo
Porque no llueve mañana MEJOR :(;Negativo
Buenos diaaaaaaa esta orrible afuera :(;Negativo
"Quiero mi bizcochuelo de chocolote :( &lt;3";Negativo
@maxigandolfi fui a andar en moto estoy  matado , encima me cague de un palo jajajaj me duele el piee :(;Negativo
@EgooCorps ya no veré a mi perro con los mismos ojos y eso es triste :(;Negativo
@Leonurr no seas cruel :(;Negativo
@jpprojas :( qué Pasó? Podemos ayudarte en algo?;Negativo
"Hijueputaaa Chappy .l. &gt;:(";Negativo
Murio el gordo :(;Negativo
@Mikkudai Bueno te perdono pero solo porque eres mi Asusuna :(;Negativo
@hahahahahazzz Quiero tener el cabello como el o ser como el :(;Negativo
quien quiere foto conmigo? ... *nadie FAR* - ok :(;Negativo
A dormir manana tenprano al cole :(;Negativo
"""@PedrocaSlash: Manzur 💔😔"" El ex Paino de Oscar Romero :(";Negativo
Tengo hambreee y mi familia comentando en el grupo de whats todo lo que van a comer en el cumple de mi mamá :( Y yo a 200 km;Negativo
@CamiTurlan vos no :( otra turlan decía;Negativo
"Soy la única culpable de lo que me pasa :( estas son las consecuencias de mis actos &lt;/3";Negativo
Es que las TRASE azules, rojas, rosadas, blancas... me encantan todaaaaaaaaaaaas :(;Negativo
Lo extraño :(.;Negativo
Por la casa de Nevid venden unos dulces demasiado Buenos los deseo ahorita :(;Negativo
Ella solo quiere su bola cuando llega cansada :( https://t.co/y4phTdGEST;Negativo
@Rubiu5 subnormal -.-.ojala me decees ami como a esa sudadera :(;Negativo
Otra triste noticia :( http://t.co/lsP7h4TLhz;Negativo
Estas hijueputas ganas de devolver el tiempo y hacer las cosas bien... :(;Negativo
el maiver se la da de loco, pero aun asi lo extraño :-(;Negativo
Porque pienso siempre en vos... por favor te extraño :(;Negativo
quedare como un tonto pero fue lo emvie :(;Negativo
@Liquidano96 diculpame es que me gustas mucho y me pongo nervioso :(;Negativo
Pero ya pronto lo voy a cambiar, o eso espero yo :(;Negativo
leer eso me devasto completamente  :(;Negativo
Nadie le hace caso a Nahuel en el concierto de los auténticos decadentes :(;Negativo
@acciodreams_ :( vale :( no me pegues :( no al maltrato animal :(;Negativo
@justinbieber por qué no me sigues :( #MTVHottest Justin Bieber #WhereAreUNowVMA;Negativo
@pauvegau a penas te lo iba a tuiter! JAJAJAJAJAJ si, soy de ese 5% :(;Negativo
Nada más triste que despertarse para ver el clima con @vaitiaremateos y ella no más no aparece :(;Negativo
que emboleee quiero hacer algo esta noche :(;Negativo
"Llegó la hora... De que me crezca el pelo. Tanto que me gusta el ""crack"" de la tijera :(";Negativo
Brenda no me da bola en Twitter :(;Negativo
la mejor acabada!!pensar que me quedo con ganas mi novia dice q no puede :( https://t.co/whWNnCSTXX;Negativo
fua mañana tengo prueba y no estudie encima son 2 pruebas :(;Negativo
@MauricioMaronna fuerza Mauricio :-( abrazo;Negativo
Cero sueñoo  :(;Negativo
Me fregue el brazo por estar haciendo un pulso :(;Negativo
@CibelesAtenea @CholoValderrama qué bueno!!!! Pero no avisaste :(;Negativo
Y como como un chancho toodooo el dia :(;Negativo
Las carnitas tienen mucha grasa :(((  https://t.co/i32eOWV5qp;Negativo
¿Y los chismes? :-(..#OYELAZONACODER;Negativo
No doy más del dolor de pie, encima recién tengo turno el viernes :( 😭;Negativo
Quiero un jeep :(;Negativo
Tipo, somos bffs :(;Negativo
@MarcosPugha pero no sé si en cinemex está :(;Negativo
@AnSuckIt ni mi perro :( y tenía aire :(((((;Negativo
No es hora de que me vuelva a llegar :(;Negativo
#NuncaMePasoEsoDe besarnos abajo de la lluvia :( .Y que solamente seamos tu y yo en ese instante.;Negativo
Aaaaay muero de ganas :(;Negativo
Aún no busco el debate político actual!!:(;Negativo
Ya me acostumbre a todo esto! :(;Negativo
@Lauradzilla no sé llegar :(;Negativo
Me dueles :(;Negativo
Y la cruda? KRUDAZIN La chica que hizo esto es una insensible :( - Conocemos tu dolor y por ello te respetamos http://t.co/PQ2tViTjJw;Negativo
Quien Esta En La 83? :( jajajjajaa Ya estudiare xD;Negativo
@luisassardo iguanas .. :(;Negativo
@fabybarrios_ @1dafamily  tampoco a Honduras :( justo en la grasa #LatinAmericaNeedsONEDIRECTION;Negativo
Que rajado... Yo nunca tengo suerte para ganarme entradas!! Quería ir al concierto de Sanz :(;Negativo
Creo en mi si te veo hoy y .me pides que no me rinda sigo por vos :() .. http://t.co/ceFxOMJU2s;Negativo
Que feo ver estados, fotos y tweets sobre los evita :(;Negativo
@_AnaaFlorees Es un privilegio tener un encabezado que nunca olvidaras y me recordaras siempre :(.;Negativo
Veo venir el gol del Athletic :((;Negativo
@siawisia oh vaya :(;Negativo
Puta madre jamás me puedo dormir temprano y mis Kennyaticas no están :(;Negativo
Sigue me y  te sigo me dijo ella :(;Negativo
@mevagalletita toda una vida. :(;Negativo
@universovacio_ vamos :(;Negativo
@LautiiZanabria si, quizás sea eso :( pero nose  yo trato de estar bien con todos pero nose  puede !;Negativo
Que risa la primera foto, así debe estar Chávez! Ya no puede ganar elecciones tampoco porque se murió             :( https://t.co/XChuRfO;Negativo
A veces le pica el culo y no se porque :(;Negativo
Pense q todo iba a ser diferente....... :(;Negativo
Me estoy muriendo por un postre y no puedo... :( ..#CosasQueANadieLeImportan;Negativo
Daaaaa yo también quiero hacerle bulling a los negros por wsp :(;Negativo
No aguanto el tuto :(;Negativo
A whatsapp le hace falta muchos iconos.No hay uno de abrazo :(;Negativo
Me duelen mis #Hojitos :(;Negativo
@RobArzamendi  Jajaja déjame Roberto no se por que se fue :(;Negativo
@Maaguchiii y bueno, no soyncomo bejamin rojas :(;Negativo
No Es Normal - Dayme y El Alto de Ft Justin Quiles y Andy Rivera :(;Negativo
@8Oskidstyles yo te sigo queriendo alba :-(💓;Negativo
No fue un buen día :(;Negativo
@FernandoKurth me imagino que debes tener ña CAGÁ!! 😱😱😱, te dije que te cuidaras :(;Negativo
Estamos hechas B.B.B! :( jajajajjaaajaj;Negativo
Dicen que aman a los Arctic Monkeys y ni saben como se escribe :(;Negativo
Tuve que borrar Ares y todas las canciones de Mcr se fueron con el :(((((((((.;Negativo
Csm! No puedo estudiar Porfavor ayúdenme :(;Negativo
Chingado :(;Negativo
pero aquí estoy escuchando música esperando que las viejas compren :(;Negativo
MI CABEZA ME DUELE :(;Negativo
Odio que @pxeis me lea :(;Negativo
@AliceLedesma16 jajajaja me falta el oriental para completar :(;Negativo
@h_parisi falleció :(;Negativo
Ya que no puedo enviar las fotos :( díganme 1 o 2 y las subo a la que tenga mas votos ah??? http://t.co/OWminNMfGk;Negativo
@RekeEsElMejor @Eliannymj22 Chama y a mi no me quieren?:(;Negativo
@__nisi__ @GordiPe @Anijol76 Mi balance tras mi primera semana: dolor de garganta por el aire acondicionado de la oficina. :(;Negativo
Que voy a hacer? :(;Negativo
@EliannCarp no,salí :( :(;Negativo
@Santiagoddicted rompes mi corazón :(;Negativo
Todos extrañamos a Ramiro, que raro va a ser no verlo en el 11 titular, que haga goles y festeje con su tipico saltito y el corazon  :(;Negativo
Es increíble no ser nada de esa persona, que te importe todo lo que hace y es mas quieres que te sea fiel pero lastimosamente no lo hacen :;Negativo
@soysofimayen he buscado tanto dos de tus canciones y no las puedo encontrar de verdad las amo y no puedo encontrarlas :-( :-(;Negativo
no sabes la falta que me haces :(;Negativo
Aun veo las iniciales de mi nombre en su ws..:(..Debería quedarse así.;Negativo
jajaja siempre me pasa, es bien triste :(  https://t.co/xZhBkrZMxP;Negativo
@Evelyn_Gzs We me salió una nariz en la espinilla :(;Negativo
Todo muy lindo este finde pero mañana se labura y estudia :(;Negativo
@RamiroEdwin2 Vos no sabes :(;Negativo
Entro a jugar al ARK y aparezco muerto por un Trex y mi dinosaurio no está... :( *Cierra el juego y se va a llorar a una esquina*;Negativo
@El_Galguero soy holaquehace en skype siempre todos los videos que me mandas los veo.gracias ojalas gane :(;Negativo
"@JorgeBlancoG porque no puedo ver el ""se siguen mutuamente"" en tu cuenta? :(";Negativo
Extraño muchisimo a thomas :(;Negativo
Vaya la vida :( http://t.co/dPRsihav0f;Negativo
Me duele el labio me hizo mierda :(;Negativo
"@vectorlord Pues a mí eso me fastidia. Yo quiero saber de qué trata un libro, no todo su contenido. &gt;:(";Negativo
Veintitorrija.Arsa la peluquera emo.Eres to maja y adorable her :(;Negativo
@karimeguajardo_ Que hermosa, tú también me harás falta princesa :(;Negativo
Nunca me argue a llorar en el parquee que feo fue por dioss -.- :(;Negativo
@Iliana_Garay jajajaja no se vale :( yo quiero cartón ili, todo menos eso (? Claro..a Andres jajajaja;Negativo
Que es esto no entiendo Jajajajajaja :(;Negativo
5.50! Y yo sin poder respirar,lo que me cuesta dormirrrrr :(;Negativo
Pasa muy lento el tiempo. :(;Negativo
Soy @AmoANatalia26 ..Necesito ese Kit para hacer mas amena mi vida de chacal :( @Natalia_Tellez #RetoPMTelehit y #TelehitMusicPMKit..x422;Negativo
Vuelve a mi lado :(;Negativo
Soy @AmoANatalia26 ..Necesito ese Kit para hacer mas amena mi vida de chacal :( @Natalia_Tellez #RetoPMTelehit y #TelehitMusicPMKit..x329;Negativo
@Desdemona_jna A mi siempre me parece que tocamos fondo, y resulta que el asensor baja un par de subsuelos más :-(;Negativo
No quiero que el fin de semana termine, te quiero aquí :(;Negativo
@eeliana_s voy para noveno :(;Negativo
@Esther_GMesa Si pero era una proposición seria , tonta :(;Negativo
Quiero ver kilo a kilo pero ya es hora de dormir :(;Negativo
Creo que me va a dar gripe, denme besitos y abrazos para que se me quite. :(;Negativo
¡¡¡¿¿¿Y EL HELICÓPTERO???!!!! La del 2001 fue más copada :( NOS ESTÁN ROBANDO.;Negativo
@zharick_arias Hey Gracias Ojala Si Dios Quiere :(;Negativo
Masajes quiero :((;Negativo
:-( #ACLG sentido La Guaira. Cola Fuerte en El Paraíso;Negativo
Si to hiciera los jeugos estos de las imagenes de mi TL seria triste y todos pasariais de mi :(((;Negativo
@pamelavergara_ desculpa :(;Negativo
Yo también quiero a una persona que sea mandilón conmigo :(;Negativo
Que FLojo Arranque de #LigaBBVA,  Solo 7 Goles anotados, 4 Victorias, 5 Empates.  Esperaba mas del comienzo de la liga de las Estrellas :(.;Negativo
@fvckinsnop Por favorcito :(;Negativo
En la primaria lo hacian :( jajaj;Negativo
es que no me siento capaz ni de ver vídeos del sábado tío les echo tanto de menos y les quiero tanto que :-((((;Negativo
Unos llorandole al amor y yo aquí llorandole a mis vacaciones que ya se terminaron :(;Negativo
Al cabo que ni quería estar con usted :(;Negativo
#BIGBANGinChile SABES CUANTO HE ESPERADO VER A MI BIAS? MI PANDA LINDO, HERMOSO, CARA DE TONTO :( QUIERO ESCUCHAR SU RISA :(;Negativo
@MontseAlferez La verdadera pregunta es: ¿dónde está mi celular? :(;Negativo
Mas sola que nunca :(;Negativo
Ojala que no existiera la cruda :(;Negativo
cuando va a ser el día que alguien me tome enserio? :(;Negativo
@lu_martinezp prima no lo vi :( no tenía ese canal, como estuvo?;Negativo
@kzamx no me llevaste a mc donalds :(;Negativo
Me duelen tanto las piernas y el culo :(;Negativo
https://t.co/rnPkB5t15C para ti hermano mio,  como imaginaria yo que esa sonrisa tuya era la última que vería.  Te amo y te extraño :(;Negativo
@MrScream_ no sé es muy Casper :((;Negativo
@arcosmm @Haroletto solo copia el enlace tal cual o bájalo con esta app :( http://t.co/ItNhmZGm0Y;Negativo
los amo con mi ♥:( http://t.co/gyNAjp2NFc;Negativo
Te extrañooooooooo :(;Negativo
No te estresa que la porno tarde tanto en cargar? — Sí. :-( Por eso prefiero leer relatos y ya. Menos lala. http://t.co/Do5xgzjwsv;Negativo
Que domingo tan domingo, mas aburrido :(;Negativo
Nos habiamos acostumbrado a los dos :(;Negativo
@daniela_jett95 no funcionó :(;Negativo
"No me imagino una mp sin unas ""Chulcky, tinki y eliza"" :(";Negativo
Diafruten de estas ultimas horas que nos queda del domingo  :(;Negativo
Ya veréis, ni uno :(;Negativo
Si supieras todo lo que siento por ti se que no dudarías en darme una oportunidad :(;Negativo
Quería descargar la app de ALDC pero cuesta muy cara y mi mami me reta :(;Negativo
@MaidanaLudmi seguro lo van a traer a los boliches d aca. me sumo al grupo porq mis amigas mala onda no m van a acompañar :(;Negativo
Esperar o depender de algo o alguien es lo peor que me puede pasar...  :(;Negativo
Pobresito chappie :(;Negativo
Gastón te extrañoooo gil de mierda :(;Negativo
Con susan siempre llovía :(;Negativo
@ZazuetaErik jajajajaj estoy cantando :(;Negativo
Al cabo que ni queria ir :(;Negativo
"#PreguntaPisito @mangelrogel bebito, necesito que mandes un saludo al ""mangelsquad"" ¿podes hacerlo? te amo a vos y a johnny, sí :( x142";Negativo
A mí me gusta el arroz entre suelto y pegajoso :( https://t.co/M6o6F33skA;Negativo
Odio estar así con una persona que de verdad me importa :(;Negativo
Que fiaca  ni ganas de levantarme  :(;Negativo
@libertinox  Ay no :(  te quiero para mí solita;Negativo
Inexplicable dolor :(;Negativo
Bueno ahora que asimile que me robaron mi grabadora :( siento que jalare el ciclo 😩;Negativo
@danieeLRO pues barezzito es lo más parecido :( jajaja;Negativo
@Mollycienta // por qué :(;Negativo
Yo creo que el Roble ultra añejo no llega al sábado :(;Negativo
Por qué tuvo que viajar lpm :(;Negativo
@Tedejoserfeliz bueno perdon :(;Negativo
Me pinto el bajonn..:(;Negativo
@albo75 :( ellos huelen a km de distancia :(;Negativo
que nos paso  :(;Negativo
la pancita de louis me tiene asi :(:;Negativo
#GochezzMeIgnora :( #PorqueGochez? @Gochezz;Negativo
"No puedo dormir &gt;:(";Negativo
Me acabo de dar cuenta que el don de tuitear no lo tiene cualquiera. .Entre ellos yo! :(;Negativo
SE VIENE  EL LUNES La RECONCHADETUMADRE!!!!!!! :(;Negativo
@hyrenep pero :(;Negativo
Bucha!!! No pesquen si le doy rt o fav a todas sus publicaciones :( mi celu a ta malo :( srry a los que los llené de notificaciones u.u;Negativo
@EspiWan este viernes no creo, no se sumaron los pibes :( pero arreglamos para el siguiente que si, SI O SI.;Negativo
Voy a votar hasta quedarme dormida :( #ShesKindaHotVMA;Negativo
Ya Fue La Perdii ! :(;Negativo
@_yuunita_ yo sí que estoy muriéndome :( 💔;Negativo
@bbcmundo todos perdemos :(;Negativo
Soy tan desgraciada que no pude ir a la juntada aca en Uruguay, y tampoco puedo ir a la de Argentina. :(.#DosogasJuntadaArgentina;Negativo
@FCAriDiazArg @AriDiazz SI ARI VUELVE !! :( YA TE EXTRAÑAMOS POR ESTOS RUMBOS LAS #ARIFANS;Negativo
Nada es peor que estudiar para una exposición!!! :(;Negativo
@PurpleJoyce_ Yo ni tengo con quien coger. :(;Negativo
@yulianaemilse :(( te habló al Wp.;Negativo
Extraño GoT :(;Negativo
me la quiero jugar por alguien :(;Negativo
Los potitos de fruta están buenos :(;Negativo
@paaaaaul10 Yo todos los días :(;Negativo
como extraño a mi novio :(;Negativo
@OrnellaGriffa Feliz Cumpleaños, me ubiese Gustado hoy llegar a estar en Bar no Para pero estoy lejos :(;Negativo
Como una chama estos días en facebook, que lo que le molestaba de la situación del país, es que los teléfonos estaban muy caros :( ño m;Negativo
@Kyuutz :( Ya se vendió, en chinga.;Negativo
"Un dolor de cabeza :( esperando a river &lt;3";Negativo
"Estaba sin pc &amp; del cel es una tranza :(";Negativo
Estoy segura de que si hubiese estado en Santiago con la Flo esto no estaría pasando :( #dolor #pinchazo;Negativo
#MientoCuando digo que ya no te extraño :(;Negativo
Puta y esta mierda que ya no me cargó el partido :(;Negativo
@10MARCY Excusas para no hablarme. :(;Negativo
Yo quiero uno tierno asi :( jaja;Negativo
Yo intento verme linda y no me sale :(;Negativo
1 semana de 6 de reposo y ya me estoy volviendo loca, quiero mi bici!! :(;Negativo
Un bajón :(;Negativo
Buenas noches a mi :3 nadie me las da :( hahaha;Negativo
Sin ganas de nada, cero animo tengo :(;Negativo
@aleida1D eres mal aguacate :(;Negativo
Ya me dio sueño, pero me falta mucho que leer aún :(;Negativo
@mariobautista_  11:14 que me pinches hagas caso :(;Negativo
no me quiero levantar lpm quiero seguir durmiendo :(;Negativo
@Thecocobrox tampoco era para tanto :(;Negativo
Demasiada tarea para mañana, ya mejor mátenme de una buena vez. :( :(;Negativo
@EzequielRojs anda la concha de la blanca :(;Negativo
Vamos a fregar todos con la Dra :(;Negativo
@Azulado__ No sé, me parece tan desagradable :(;Negativo
-Papá,que significa ser hombre?.-Saber tomar las decisiones en la vida.-Algun dia quisiera ser hombre como mamá.- :(;Negativo
LO SIENTO :( TENGO QUE SALIR DEJE TWETTS PROGRAMADOS SOLO DEN RT PARA JUNTAR VOTOS .BeliebersVoteNow #MTVHottest Justin Bieber;Negativo
Lástima que ya pasan la premier league por fox. :( era el único motivo porque el que madrugaba los domingos;Negativo
JAJAJAJAJAJAJAJA ASI MISMO ES :( JAJAJAJAJA http://t.co/2XNlpYp7CE;Negativo
No Se Ya Ni Que Pensar :(;Negativo
Se lesionó J. Nelson :(;Negativo
@JosDice podrías decirme algo bonito ya que mañana entro a clases :( te amo mucho;Negativo
Ay no en serio :( que cuchi, estoy feliz amigos.;Negativo
yo soy de aquellas por las que existen esos chistes sobre mujeres y tarjetas de crédito. Qué mal :(;Negativo
Sigo preocupada :(;Negativo
@Ivann_mustaine perdón fuiste el primer tw que vi JAJA eh pero esa es linda :(;Negativo
Michael Jackson tenia mucho suaj en su tiempo :(;Negativo
"@maestracci mientras mas ""controles"" mas guisos. Que jodida realidad. :(";Negativo
@EveTaschuk :( SE VAN A IR TODOS que vamos a hacer?? u_u;Negativo
